time	V(1ni)	V(vout)
3.269536012541567e-003	1.984936e+000	1.975901e+000
3.272472483843547e-003	1.980078e+000	1.976572e+000
3.274486445331066e-003	1.976357e+000	1.976604e+000
3.276334896091835e-003	1.972662e+000	1.976414e+000
3.278268243267884e-003	1.968514e+000	1.976094e+000
3.281100793113990e-003	1.961911e+000	1.975548e+000
3.283872408802311e-003	1.954849e+000	1.974993e+000
3.287205275391899e-003	1.945572e+000	1.974319e+000
3.292088087891899e-003	1.930441e+000	1.973328e+000
3.296970900391898e-003	1.913494e+000	1.972335e+000
3.301853712891898e-003	1.894746e+000	1.971339e+000
3.306736525391898e-003	1.874214e+000	1.970342e+000
3.311619337891898e-003	1.851918e+000	1.969346e+000
3.316502150391898e-003	1.827880e+000	1.968357e+000
3.320250656054067e-003	1.808257e+000	1.967609e+000
3.324205510059929e-003	1.786467e+000	1.966830e+000
3.328434766501188e-003	1.761945e+000	1.965998e+000
3.342859152464625e-003	1.669063e+000	1.963163e+000
3.356112500678911e-003	1.569492e+000	1.960562e+000
3.369365848893196e-003	1.461103e+000	1.957964e+000
3.382619197107482e-003	1.343895e+000	1.955370e+000
3.395872545321767e-003	1.217869e+000	1.952779e+000
3.409125893536052e-003	1.083024e+000	1.950192e+000
3.422379241750338e-003	9.393604e-001	1.947608e+000
3.435632589964623e-003	7.868785e-001	1.945028e+000
3.443305581036052e-003	6.968124e-001	1.943535e+000
3.450978572107480e-003	6.056640e-001	1.942044e+000
3.458651563178909e-003	5.134334e-001	1.940554e+000
3.466324554250337e-003	4.201204e-001	1.939065e+000
3.473997545321765e-003	3.257252e-001	1.937577e+000
3.481670536393194e-003	2.302476e-001	1.936091e+000
3.489343527464622e-003	1.336878e-001	1.934605e+000
3.513757589964622e-003	-1.727929e-001	1.929886e+000
3.522128125678907e-003	-2.780034e-001	1.928271e+000
3.530498661393193e-003	-3.817399e-001	1.926657e+000
3.538869197107478e-003	-4.840025e-001	1.925044e+000
3.547239732821764e-003	-5.847911e-001	1.923433e+000
3.555610268536049e-003	-6.841057e-001	1.921823e+000
3.563980804250335e-003	-7.819465e-001	1.920214e+000
3.572351339964620e-003	-8.783132e-001	1.918607e+000
3.586302232821763e-003	-1.034753e+000	1.915931e+000
3.600253125678906e-003	-1.180685e+000	1.913259e+000
3.614204018536048e-003	-1.316108e+000	1.910591e+000
3.628154911393191e-003	-1.441024e+000	1.907926e+000
3.642105804250333e-003	-1.555431e+000	1.905266e+000
3.656056697107476e-003	-1.659329e+000	1.902608e+000
3.670007589964618e-003	-1.752720e+000	1.899955e+000
3.697211831036046e-003	-1.890589e+000	1.894792e+000
3.724416072107474e-003	-1.972251e+000	1.889642e+000
3.751620313178902e-003	-1.997704e+000	1.884507e+000
3.778824554250330e-003	-1.966950e+000	1.879385e+000
3.806028795321759e-003	-1.879987e+000	1.874277e+000
